timestamp_utc,camera_id,zone_id,plate_text,det_conf,ocr_conf,combined_conf,valid,registered,match_status,bbox
2026-01-30T12:38:29Z,Office2,__GLOBAL__,WB23D5690,0.9007,0.9457,0.8517,1,,VERIFIED,"[599, 237, 681, 292]"
2026-01-30T12:45:08Z,Office2,__GLOBAL__,WB23D5690,0.9007,0.9457,0.8517,1,,VERIFIED,"[599, 237, 681, 292]"
2026-01-30T12:48:25Z,Office2,__GLOBAL__,WB23D5690,0.9007,0.9457,0.8517,1,,VERIFIED,"[599, 237, 681, 292]"
2026-01-30T12:49:16Z,Office,__GLOBAL__,OZ6OI3006,0.0000,0.9986,0.0000,1,,GUESSED,"[0, 0, 501, 147]"
2026-01-30T13:02:26Z,Office2,__GLOBAL__,WB23D5690,0.9007,0.9457,0.8517,1,,VERIFIED,"[599, 237, 681, 292]"
2026-01-30T13:14:41Z,Office2,__GLOBAL__,WB23D5690,0.9007,0.9457,0.8517,1,,VERIFIED,"[599, 237, 681, 292]"
